id,name,url,clip_of,clip_position,path,speed,airtable_id,created_at,updated_at,source_url,source_text
46af7f14-fd8e-4b5f-a518-5cdd286a0a38,But_v003,content/1word/basiclevel1/but/testmeaning/slow.mp4,,1,content/1word/basiclevel1/but/testmeaning/slow,Slow ,recwz4tgE1yxIAZXq,2020-02-01 18:26:40.45403+00,2020-02-08 17:02:31.291798+00,,
a975eddb-307e-43bc-ab97-76566e6f4ba7,But_v005,content/1word/basiclevel1/but/testdictation/slow.mp4,,1,content/1word/basiclevel1/but/testdictation/slow,Slow ,recrOYD2iBRRey1ax,2020-02-01 18:26:40.45576+00,2020-02-08 17:02:31.291798+00,,
ee1fc469-8eb1-40cd-91a4-43f7bb126461,But_v006,content/1word/basiclevel1/but/testbank/fast.mp4,,1,content/1word/basiclevel1/but/testbank/fast,Fast,recNIDEVgJoT3t1Xk,2020-02-01 18:26:40.473464+00,2020-02-08 17:02:31.291798+00,,
228703eb-1aec-4f2c-98ad-54f8b7da260d,But_v007,content/1word/basiclevel1/but/testbank/medium.mp4,,1,content/1word/basiclevel1/but/testbank/medium,Medium,recMtzR83m253TWOA,2020-02-01 18:26:40.473798+00,2020-02-08 17:02:31.291798+00,,
14e58d8e-0b7c-4115-a701-b16cde6a25de,But_v008,content/1word/basiclevel1/but/testbank/slow.mp4,,1,content/1word/basiclevel1/but/testbank/slow,Slow ,recUH4I3V2HPFtPBD,2020-02-01 18:26:40.473993+00,2020-02-08 17:02:31.291798+00,,
b13e6b2a-8269-4209-9f13-609edb91d652,What_v001,content/1word/basiclevel1/what/testmeaning/fast.mp4,,1,content/1word/basiclevel1/what/testmeaning/fast,Fast,rec8ejASZIWNyUSdU,2020-02-01 18:26:40.474178+00,2020-02-08 17:02:31.291798+00,,
83d773ed-7a55-4140-a977-44b96e8b63ee,What_v002,content/1word/basiclevel1/what/testmeaning/slow.mp4,,1,content/1word/basiclevel1/what/testmeaning/slow,Slow ,reclXvtwcWXCP6DEo,2020-02-01 18:26:40.474359+00,2020-02-08 17:02:31.291798+00,,
e47e858f-61f8-4dfa-8119-a9356c6bdf90,What_v003,content/1word/basiclevel1/what/testdictation/fast.mp4,,1,content/1word/basiclevel1/what/testdictation/fast,Fast,reciBlXkLJLWy0qPm,2020-02-01 18:26:40.474551+00,2020-02-08 17:02:31.291798+00,,
9d1c6476-94b8-443e-9805-9dddc10f8ae9,What_v004,content/1word/basiclevel1/what/testdictation/slow.mp4,,1,content/1word/basiclevel1/what/testdictation/slow,Slow ,recIZp5vESzExDWDv,2020-02-01 18:26:40.474804+00,2020-02-08 17:02:31.291798+00,,
5ce280e9-f55f-421e-ac91-87fbc7431e76,What_v005,content/1word/basiclevel1/what/testbank/fast.mp4,,1,content/1word/basiclevel1/what/testbank/fast,Fast,rectUJpd0Em5DHFoU,2020-02-01 18:26:40.474969+00,2020-02-08 17:02:31.291798+00,,
123cd30b-12ea-496c-a481-c3cfec4e361a,What_v006,content/1word/basiclevel1/what/testbank/medium.mp4,,1,content/1word/basiclevel1/what/testbank/medium,Medium,recegZ2CvEdCcsUbE,2020-02-01 18:26:40.49414+00,2020-02-08 17:02:31.291798+00,,
0ea67f5d-a6aa-44b7-a394-08bf7995b443,What_v007,content/1word/basiclevel1/what/testbank/slow.mp4,,1,content/1word/basiclevel1/what/testbank/slow,Slow ,recIjI5DoX5Koqsnp,2020-02-01 18:26:40.51344+00,2020-02-08 17:02:31.291798+00,,
47b774b4-905f-4c0e-8f7d-5184df61082d,And I_v001,content/2word/basiclevel2/andi/testmeaning/fast.mp4,,1,content/2word/basiclevel2/andi/testmeaning/fast,Fast,reca9Z8Ew9CnJVYUV,2020-02-01 18:26:40.513746+00,2020-02-08 17:02:31.291798+00,,
cd02cb99-5924-4058-8688-80ee5566827d,And I_v002,content/2word/basiclevel2/andi/testmeaning/medium.mp4,,1,content/2word/basiclevel2/andi/testmeaning/medium,Medium,recss320Ror0G2qKB,2020-02-01 18:26:40.513924+00,2020-02-08 17:02:31.291798+00,,
2fe3d4f3-3641-4252-8fbd-a81b4747f12b,And I_v003,content/2word/basiclevel2/andi/testmeaning/slow.mp4,,1,content/2word/basiclevel2/andi/testmeaning/slow,Slow ,recyixzw6dUJgAwks,2020-02-01 18:26:40.514119+00,2020-02-08 17:02:31.291798+00,,
21078404-1bb9-4789-97a3-e336763155d2,And I_v004,content/2word/basiclevel2/andi/testdictation/fast.mp4,,1,content/2word/basiclevel2/andi/testdictation/fast,Fast,rec71OQJxCf185l8Q,2020-02-01 18:26:40.514296+00,2020-02-08 17:02:31.291798+00,,
7118e0ad-9743-43dc-a640-9f9d540f8d78,And I_v005,content/2word/basiclevel2/andi/testdictation/slow.mp4,,1,content/2word/basiclevel2/andi/testdictation/slow,Slow ,recWqNty8RDfKmBKJ,2020-02-01 18:26:40.514485+00,2020-02-08 17:02:31.291798+00,,
5a8b0b7e-10c9-4d6f-8946-39828acb6906,But I_v001,content/2word/basiclevel2/buti/testmeaning/fast.mp4,,1,content/2word/basiclevel2/buti/testmeaning/fast,Fast,recijM2LmTdGlVEg5,2020-02-01 18:26:40.514654+00,2020-02-08 17:02:31.291798+00,,
2574f1aa-f2f8-443e-9c67-05f12e85de9b,But I_v002,content/2word/basiclevel2/buti/testmeaning/medium.mp4,,1,content/2word/basiclevel2/buti/testmeaning/medium,Medium,recZtvxmkv65CaKdL,2020-02-01 18:26:40.514816+00,2020-02-08 17:02:31.291798+00,,
4ac88213-f020-495f-b318-9318c3dd2638,But I_v005,content/2word/basiclevel2/buti/testdictation/medium.mp4,,1,content/2word/basiclevel2/buti/testdictation/medium,Medium,reco3x5swLD9R216l,2020-02-01 18:26:40.553708+00,2020-02-08 17:02:31.291798+00,,
250e03af-6533-4ed5-86a5-3fe3da78b246,Do you_v004,content/2word/basiclevel2/doyou/testdictation/slow.mp4,,1,content/2word/basiclevel2/doyou/testdictation/slow,Slow ,recLBxv98ZaBmTiV6,2020-02-01 18:26:40.73446+00,2020-02-08 17:02:31.291798+00,,
d69d6d14-cb8f-464f-8960-f5b688dac11e,For a_v005,content/2word/basiclevel2/fora/testbank/fast.mp4,,1,content/2word/basiclevel2/fora/testbank/fast,Fast,recOwRZHgVRPbyRbc,2020-02-01 18:26:40.893466+00,2020-02-08 17:02:31.291798+00,,
b44369f0-4c39-4dba-9bae-41cece2bcd29,Going to_v007,content/2word/basiclevel2/goingto/testbank/fast.mp4,,1,content/2word/basiclevel2/goingto/testbank/fast,Fast,recJoFiKitfblrztj,2020-02-01 18:26:41.056414+00,2020-02-08 17:02:31.291798+00,,
6f66dccf-4362-4818-9b8c-b9e32f425472,You can_v007,content/2word/basiclevel2/youcan/testbank/fast.mp4,,1,content/2word/basiclevel2/youcan/testbank/fast,Fast,recbBNGT25NNlxBQw,2020-02-01 18:26:41.113646+00,2020-02-08 17:02:31.291798+00,,
963a5403-d035-43b2-9010-338505804bf8,Do you want me to_v003,content/spokengrammar/questions/doyouwantmeto/testdictation/fast.mp4,,1,content/spokengrammar/questions/doyouwantmeto/testdictation/fast,Fast,rec7E7DqCqTM42swt,2020-02-01 18:26:44.133517+00,2020-02-08 18:05:21.985528+00,,
c9421da0-cebe-454c-a72f-5918856f4d13,Chloe1.mp4,Chloe1.mp4,7a6fd63c-ea29-4e0b-a62b-8701e83fa8ff,1,Chloe1,,,2020-04-22 09:29:28.158964+00,2020-04-22 15:47:04.076556+00,,
d06ae6c4-1421-4bf5-bd01-ab6d5f9f6dd4,And at_v007,content/2word/basiclevel2/andat/testbank/medium.mp4,,1,content/2word/basiclevel2/andat/testbank/medium,Medium,rec3UXmywYQH8Bbsx,2020-02-01 18:26:41.153936+00,2020-02-08 17:02:31.291798+00,,
b1a5f428-3739-4468-bac1-55d2f90a3c65,Because I_v008,content/2word/basiclevel2/becausei/testbank/slow.mp4,,1,content/2word/basiclevel2/becausei/testbank/slow,Slow ,recUf34t3hUNRcGz6,2020-02-01 18:26:41.174746+00,2020-02-08 17:02:31.291798+00,,
2573a44c-53fe-4a01-8f93-c82b99584546,So I_v003,content/2word/basiclevel2/soi/testmeaning/slow.mp4,,1,content/2word/basiclevel2/soi/testmeaning/slow,Slow ,reccLwemAbfb1M7EI,2020-02-01 18:26:41.214942+00,2020-02-08 17:02:31.291798+00,,
31938fa3-3337-43e8-87ed-d76fcd5548a3,challenge18pro2word,challenge18pro2word.mp4,,1,challenge18pro2word,Neutro,rectiiamqAAQgA214,2020-02-01 18:26:49.674273+00,2020-02-08 17:02:31.291798+00,,
9b9d5c6f-a237-4765-a27b-4973e17d8201,Used to_007,content/2word/basiclevel2/usedto/testbank/fast.mp4,,1,content/2word/basiclevel2/usedto/testbank/fast,Fast,recfkgnZtqpbdYC8X,2020-02-01 18:26:41.253343+00,2020-02-08 17:02:31.291798+00,,
2c651514-6803-496e-80bb-19040bb8a698,And I just_v001,content/3word/basiclevel3/andijust/testmeaning/fast.mp4,,1,content/3word/basiclevel3/andijust/testmeaning/fast,Fast,recasLFNGSUOlM2Y8,2020-02-01 18:26:41.294101+00,2020-02-08 17:02:31.291798+00,,
cd8153b7-03c9-48a3-9fd4-927c1c6abe8d,And I was_v002,content/3word/basiclevel3/andiwas/testmeaning/medium.mp4,,1,content/3word/basiclevel3/andiwas/testmeaning/medium,Medium,recqTrZDiQ0yXqgLB,2020-02-01 18:26:41.334091+00,2020-02-08 17:02:31.291798+00,,
04a2423f-c906-4add-8504-3714fbd4940b,It was a_v003,content/3word/basiclevel3/itwasa/testmeaning/slow.mp4,,1,content/3word/basiclevel3/itwasa/testmeaning/slow,Slow ,recI3HfG3BsDsHtTW,2020-02-01 18:26:41.37399+00,2020-02-08 17:02:31.291798+00,,
bde07185-9f7b-472e-b1dd-5b2fd7055a6d,I was just_v005,content/3word/basiclevel3/iwasjust/testdictation/medium.mp4,,1,content/3word/basiclevel3/iwasjust/testdictation/medium,Medium,rece5DKeVLPACvyHR,2020-02-01 18:26:41.41408+00,2020-02-08 17:02:31.291798+00,,
a0fc9aad-36ee-480d-a399-d131f6007ecb,There was a_v005,content/3word/basiclevel3/therewasa/testdictation/medium.mp4,,1,content/3word/basiclevel3/therewasa/testdictation/medium,Medium,recrpt9FxG8BOAGHL,2020-02-01 18:26:41.434794+00,2020-02-08 17:02:31.291798+00,,
6d3b0869-2fb1-430e-bb2d-174a01b0121d,I don't know_v003,content/3word/basiclevel3/idon'tknow/testmeaning/slow.mp4,,1,content/3word/basiclevel3/idon'tknow/testmeaning/slow,Slow ,recKGfuz1jscuUxBn,2020-02-01 18:26:41.474256+00,2020-02-08 17:02:31.291798+00,,
7f740528-fc66-46c6-8945-7ee6b5b2a8b3,I mean I_v004,content/3word/basiclevel3/imeani/testdictation/fast.mp4,,1,content/3word/basiclevel3/imeani/testdictation/fast,Fast,rectvbkaP7lMgxXtL,2020-02-01 18:26:41.51398+00,2020-02-08 17:02:31.291798+00,,
a53a9d68-2b86-4bba-b8ad-02abff3dcffa,I think I_v005,content/3word/basiclevel3/ithinki/testdictation/medium.mp4,,1,content/3word/basiclevel3/ithinki/testdictation/medium,Medium,recLuvhNBPfcp7nkT,2020-02-01 18:26:41.554434+00,2020-02-08 17:02:31.291798+00,,
e7c6dc35-0073-43f1-bc85-7d88e7f5fc29,When I was_v001,content/3word/basiclevel3/wheniwas/testmeaning/fast.mp4,,1,content/3word/basiclevel3/wheniwas/testmeaning/fast,Fast,recHNDfvH5ga8neA0,2020-02-01 18:26:41.594317+00,2020-02-08 17:02:31.291798+00,,
5c29b772-14fa-469e-8578-a9d15f93e840,When I was_v007,content/3word/basiclevel3/wheniwas/testbank/medium.mp4,,1,content/3word/basiclevel3/wheniwas/testbank/medium,Medium,recPyavAnhMhyy7Qw,2020-02-01 18:26:41.633784+00,2020-02-08 17:02:31.291798+00,,
98bf6e90-29c8-41be-83e7-aae759f87343,His_v003,content/1word/corelevel1/his/testdictation/fast.mp4,,1,content/1word/corelevel1/his/testdictation/fast,Fast,rec0YIpRhiRxbC7M2,2020-02-01 18:26:41.694335+00,2020-02-08 17:02:31.291798+00,,
b623c12f-3d4d-4174-9397-0c4e100af8dd,Them_v005,content/1word/corelevel1/them/testdictation/medium.mp4,,1,content/1word/corelevel1/them/testdictation/medium,Medium,recVafQ5KmYdM6oDJ,2020-02-01 18:26:41.734439+00,2020-02-08 17:02:31.291798+00,,
9da6ec86-697b-4c6f-bad7-d002b0045301,And it_v006,content/2word/corelevel2/andit/testdictation/slow.mp4,,1,content/2word/corelevel2/andit/testdictation/slow,Slow ,rec0RoW1IKxgZMsfG,2020-02-01 18:26:41.774705+00,2020-02-08 17:02:31.291798+00,,
4946f4da-efad-40d8-af40-9cec5d679b4a,At the_v007,content/2word/corelevel2/atthe/testbank/fast.mp4,,1,content/2word/corelevel2/atthe/testbank/fast,Fast,recV5D1CixoSPxkoD,2020-02-01 18:26:41.814525+00,2020-02-08 17:02:31.291798+00,,
3c685d0e-b071-41f1-8e0e-b4f7778dc4af,It was_v001,content/2word/corelevel2/itwas/testmeaning/fast.mp4,,1,content/2word/corelevel2/itwas/testmeaning/fast,Fast,reciCmau4778iTKSU,2020-02-01 18:26:41.854696+00,2020-02-08 17:02:31.291798+00,,
21fa55fd-c87c-46e0-b115-ce3002529117,I was_v002,content/2word/corelevel2/iwas/testmeaning/medium.mp4,,1,content/2word/corelevel2/iwas/testmeaning/medium,Medium,recl4eKCg7JoAc1Ep,2020-02-01 18:26:41.914669+00,2020-02-08 17:02:31.291798+00,,
a0f3b7e2-9862-45c8-8093-60dbf1479991,To the_v002,content/2word/corelevel2/tothe/testmeaning/medium.mp4,,1,content/2word/corelevel2/tothe/testmeaning/medium,Medium,recaZBBt3lo6fRFZz,2020-02-01 18:26:41.954534+00,2020-02-08 17:02:31.291798+00,,
8136257a-77ee-4478-afc0-5a7b1d9d6141,But it_v003,content/2word/corelevel2/butit/testmeaning/slow.mp4,,1,content/2word/corelevel2/butit/testmeaning/slow,Slow ,recjatT1TJSRS8jNp,2020-02-01 18:26:41.994686+00,2020-02-08 17:02:31.291798+00,,
0ccb3d92-1952-4623-8b0c-af434317afde,Has to_v004,content/2word/corelevel2/hasto/testdictation/fast.mp4,,1,content/2word/corelevel2/hasto/testdictation/fast,Fast,recHGP1eKqQuGVCyR,2020-02-01 18:26:42.034854+00,2020-02-08 17:02:31.291798+00,,
ad6e85d3-ff48-4a7e-9eb3-f4e42b409ff7,Have to_v005,content/2word/corelevel2/haveto/testdictation/medium.mp4,,1,content/2word/corelevel2/haveto/testdictation/medium,Medium,recXlvR9XcdEKpP1L,2020-02-01 18:26:42.07454+00,2020-02-08 17:02:31.291798+00,,
6762ed22-a1b4-4b28-be98-7883e8e857d8,Needed to_v005,content/2word/corelevel2/neededto/testdictation/slow.mp4,,1,content/2word/corelevel2/neededto/testdictation/slow,Slow ,recQjdbXLej5PhSNh,2020-02-01 18:26:42.114575+00,2020-02-08 17:02:31.291798+00,,
e1b0074b-5fa8-4cba-9b17-31b43eabd401,But it was_v001,content/3word/corelevel3/butitwas/testmeaning/fast.mp4,,1,content/3word/corelevel3/butitwas/testmeaning/fast,Fast,recfAMqP4m3tdmGuN,2020-02-01 18:26:42.154046+00,2020-02-08 17:02:31.291798+00,,
bff46fbc-620c-4a18-80f1-e56447baf086,But it was_v008,content/3word/corelevel3/butitwas/testbank/slow.mp4,,1,content/3word/corelevel3/butitwas/testbank/slow,Slow ,rechCejPcKuzfUYla,2020-02-01 18:26:42.21436+00,2020-02-08 17:02:31.291798+00,,
8190bba0-f6f6-4cc2-8096-305fd2b0c545,Just for a_v005,content/3word/corelevel3/justfora/testdictation/slow.mp4,,1,content/3word/corelevel3/justfora/testdictation/slow,Slow ,reciJ3F0B52ovqxR7,2020-02-01 18:26:42.314159+00,2020-02-08 17:02:31.291798+00,,
2cc3977c-00b9-461c-8a5a-bf9ff006ded7,There is a_v006,content/3word/corelevel3/there'sa/testbank/slow.mp4,,1,content/3word/corelevel3/there'sa/testbank/slow,Slow ,recJpHEvdfM1ZDGVY,2020-02-01 18:26:42.354413+00,2020-02-08 17:02:31.291798+00,,
6f27d146-3ec8-4908-b963-dafdeae9dea7,What kind of_v009,content/3word/corelevel3/whatkindof/testbank/slow.mp4,,1,content/3word/corelevel3/whatkindof/testbank/slow,Slow ,recDOP897BhpLxiuq,2020-02-01 18:26:42.393996+00,2020-02-08 17:02:31.291798+00,,
b23e92e0-1bbc-4b4e-a9aa-5c98b1406400,And then I_v005,content/3word/corelevel3/andtheni/testdictation/slow.mp4,,1,content/3word/corelevel3/andtheni/testdictation/slow,Slow ,recwKec6GySxw8ew7,2020-02-01 18:26:42.434197+00,2020-02-08 17:02:31.291798+00,,
593ddd03-6a5b-467a-9677-6de1633e0ed9,But I_v003,content/2word/basiclevel2/buti/testmeaning/slow.mp4,,1,content/2word/basiclevel2/buti/testmeaning/slow,Slow ,recTXinl5WRgss2en,2020-02-01 18:26:40.534049+00,2020-02-08 17:02:31.291798+00,,
3ae03853-c37a-4d7d-9622-f1dd4a6bc88d,Do you_v003,content/2word/basiclevel2/doyou/testdictation/fast.mp4,,1,content/2word/basiclevel2/doyou/testdictation/fast,Fast,recRKbACLcYQO4CYY,2020-02-01 18:26:40.733902+00,2020-02-08 17:02:31.291798+00,,
e4b299f1-40fe-4a10-a443-6d27a0ade93b,For a_v007,content/2word/basiclevel2/fora/testbank/slow.mp4,,1,content/2word/basiclevel2/fora/testbank/slow,Slow ,reczM5xmxOfw8U8AS,2020-02-01 18:26:40.894198+00,2020-02-08 17:02:31.291798+00,,
fb6e6551-beb1-4d7a-aa9c-6f46d8922687,Going to_v009,content/2word/basiclevel2/goingto/testbank/slow.mp4,,1,content/2word/basiclevel2/goingto/testbank/slow,Slow ,recJlRxNmcf8y0eYq,2020-02-01 18:26:41.093675+00,2020-02-08 17:02:31.291798+00,,
abdc7cc6-3964-4775-aec9-ebb46d463cff,And at_v004,content/2word/basiclevel2/andat/testdictation/medium.mp4,,1,content/2word/basiclevel2/andat/testdictation/medium,Medium,recK3egI0L0iEl53Y,2020-02-01 18:26:41.13434+00,2020-02-08 17:02:31.291798+00,,
cbc0dca0-6e71-43e3-b340-f9f132bd6fa8,owen1.p4,owen1.p4,,,owen1.p4,,,2020-04-22 00:00:07.133413+00,2020-04-22 00:00:07.133413+00,,
bac1936a-cae8-4372-8c6a-e0becbbf3a6b,Because I_v001,content/2word/basiclevel2/becausei/testmeaning/fast.mp4,,1,content/2word/basiclevel2/becausei/testmeaning/fast,Fast,recvRllP36pMgsWFe,2020-02-01 18:26:41.173387+00,2020-02-08 17:02:31.291798+00,,
0d31414b-54cc-4fb9-bc3d-4f09f83742be,Kind of_v002,content/2word/basiclevel2/kindof/testmeaning/slow.mp4,,1,content/2word/basiclevel2/kindof/testmeaning/slow,Slow ,rec3LXskHcFSjilIn,2020-02-01 18:26:41.213491+00,2020-02-08 17:02:31.291798+00,,
3a4acb08-f89d-4069-8ae0-ac19215d7bae,Used to_001,content/2word/basiclevel2/usedto/testmeaning/fast.mp4,,1,content/2word/basiclevel2/usedto/testmeaning/fast,Fast,recC7KCAtE4e10EHO,2020-02-01 18:26:41.236249+00,2020-02-08 17:02:31.291798+00,,
5f24316d-6892-40b8-80b8-f998b85f8cb1,And he was_v004,content/3word/basiclevel3/andhewas/testdictation/medium.mp4,,1,content/3word/basiclevel3/andhewas/testdictation/medium,Medium,recJDTPogUX1jUO2t,2020-02-01 18:26:41.27423+00,2020-02-08 17:02:31.291798+00,,
55e0a022-8cf0-48fb-8be2-5d80172b035b,And I just_v004,content/3word/basiclevel3/andijust/testdictation/fast.mp4,,1,content/3word/basiclevel3/andijust/testdictation/fast,Fast,recxoXkIdFekZryId,2020-02-01 18:26:41.31403+00,2020-02-08 17:02:31.291798+00,,
b72d562c-83d9-4e4f-9f44-79e47b53891d,And I was_v006,content/3word/basiclevel3/andiwas/testbank/fast.mp4,,1,content/3word/basiclevel3/andiwas/testbank/fast,Fast,recJJTf4mxnNuiMdu,2020-02-01 18:26:41.354422+00,2020-02-08 17:02:31.291798+00,,
2a9af46d-a751-41ec-bd28-2d30a88067f6,I was just_v002,content/3word/basiclevel3/iwasjust/testmeaning/medium.mp4,,1,content/3word/basiclevel3/iwasjust/testmeaning/medium,Medium,recwUX3B2VhZVzjXe,2020-02-01 18:26:41.394777+00,2020-02-08 17:02:31.291798+00,,
ede6df8b-a6a7-4382-942f-2adc03015e5e,There was a_v002,content/3word/basiclevel3/therewasa/testmeaning/medium.mp4,,1,content/3word/basiclevel3/therewasa/testmeaning/medium,Medium,rec3blhCIzvjJ3iF3,2020-02-01 18:26:41.434191+00,2020-02-08 17:02:31.291798+00,,
04003bf0-f2f1-44f2-8963-59cb9937f231,I don't know_v004,content/3word/basiclevel3/idon'tknow/testdictation/fast.mp4,,1,content/3word/basiclevel3/idon'tknow/testdictation/fast,Fast,recQxvzpMmWQL4UiC,2020-02-01 18:26:41.474478+00,2020-02-08 17:02:31.291798+00,,
402c8152-0745-4b77-bab5-91ef593e8225,I mean I_v005,content/3word/basiclevel3/imeani/testdictation/medium.mp4,,1,content/3word/basiclevel3/imeani/testdictation/medium,Medium,rec7UluyzzHNbsHWh,2020-02-01 18:26:41.51416+00,2020-02-08 17:02:31.291798+00,,
bfb0642b-b28e-44eb-bcbf-94cd1b6b3a93,I think I_v006,content/3word/basiclevel3/ithinki/testdictation/slow.mp4,,1,content/3word/basiclevel3/ithinki/testdictation/slow,Slow ,recavn25NkxbFSE4L,2020-02-01 18:26:41.5546+00,2020-02-08 17:02:31.291798+00,,
c65b0901-e9a6-4cce-9c11-dfb597da3bf5,When I was_v004,content/3word/basiclevel3/wheniwas/testdictation/medium.mp4,,1,content/3word/basiclevel3/wheniwas/testdictation/medium,Medium,recwr40gXQcxME8AT,2020-02-01 18:26:41.594905+00,2020-02-08 17:02:31.291798+00,,
80287640-e346-46ba-967f-2116bb805d0d,He_v005,content/1word/corelevel1/he/testdictation/medium.mp4,,1,content/1word/corelevel1/he/testdictation/medium,Medium,recC3fnmwqRVIBLcU,2020-02-01 18:26:41.635007+00,2020-02-08 17:02:31.291798+00,,
ebc00d32-2ea3-45d6-bf6a-2b0d6f8dde67,His_v001,content/1word/corelevel1/his/testmeaning/fast.mp4,,1,content/1word/corelevel1/his/testmeaning/fast,Fast,recOQiLMnK1VnJ9Lt,2020-02-01 18:26:41.693956+00,2020-02-08 17:02:31.291798+00,,
9f7dbf74-3f5b-4f13-88a5-b53817962d21,His_v008,content/1word/corelevel1/his/testbank/slow.mp4,,1,content/1word/corelevel1/his/testbank/slow,Slow ,rec3FkpqocEb3taRG,2020-02-01 18:26:41.733467+00,2020-02-08 17:02:31.291798+00,,
9d28da83-70d7-4f27-b430-d49003d8628f,And it_v003,content/2word/corelevel2/andit/testmeaning/slow.mp4,,1,content/2word/corelevel2/andit/testmeaning/slow,Slow ,rectwj0XJ799IYiv8,2020-02-01 18:26:41.77424+00,2020-02-08 17:02:31.291798+00,,
4fe6093c-0d13-48e0-9e90-30c79a862176,At the_v002,content/2word/corelevel2/atthe/testmeaning/medium.mp4,,1,content/2word/corelevel2/atthe/testmeaning/medium,Medium,recx2LcZbPRu5HEQr,2020-02-01 18:26:41.81345+00,2020-02-08 17:02:31.291798+00,,
49625bc8-e285-40bd-b06f-51be7e93ef74,Go to_v002,content/2word/corelevel2/goto/testmeaning/medium.mp4,,1,content/2word/corelevel2/goto/testmeaning/medium,Medium,reca1kWPcqDrB0Dgd,2020-02-01 18:26:41.853523+00,2020-02-08 17:02:31.291798+00,,
21190827-cc78-452a-9027-071e07d2ef3e,It was_v006,content/2word/corelevel2/itwas/testbank/fast.mp4,,1,content/2word/corelevel2/itwas/testbank/fast,Fast,recuHCWDPxSGbSkVz,2020-02-01 18:26:41.913755+00,2020-02-08 17:02:31.291798+00,,
